image_name,class_id,x1,y1,x2,y2,confidence,geo_x,geo_y
test_21.png,0,445,7,461,19,0.6886181235313416,-92.26543627868645,38.9119788683411
test_21.png,0,213,229,222,239,0.6877862811088562,-92.2654497190247,38.9119690137522
test_21.png,0,67,288,80,302,0.6818875670433044,-92.2654579373207,38.9119662937073
test_21.png,0,455,298,467,311,0.6800633072853088,-92.26543582211445,38.91196587009375
test_21.png,0,458,489,469,500,0.6789295673370361,-92.2654356794357,38.91195739782275
test_21.png,0,215,403,227,415,0.6758624911308289,-92.26544951927445,38.9119612103447
test_21.png,0,210,144,223,155,0.6757168173789978,-92.2654497760962,38.911972781683254
test_21.png,0,291,104,301,119,0.6738266348838806,-92.26544523891195,38.91197447613745
test_21.png,0,140,254,148,264,0.6701548099517822,-92.26545391377995,38.911967898979704
test_21.png,0,298,478,312,495,0.6696959733963013,-92.26544472526845,38.91195775454995
test_21.png,0,297,454,313,466,0.6658874750137329,-92.26544472526845,38.9119589362088
test_21.png,0,292,286,301,295,0.6615287661552429,-92.2654452103762,38.911966494366354
test_21.png,0,373,138,385,149,0.6579553484916687,-92.26544050197745,38.91197304922865
test_21.png,0,143,341,154,349,0.6534349918365479,-92.2654536569582,38.9119640641623
test_21.png,0,140,31,154,46,0.6503348350524902,-92.26545374256546,38.91197773127315
test_21.png,0,223,491,233,500,0.6407693028450012,-92.26544911977395,38.91195735323185
test_21.png,0,143,433,153,443,0.6388475894927979,-92.26545368549395,38.9119599172086
test_21.png,0,453,363,464,374,0.6365408897399902,-92.2654359647932,38.91196301627615
test_21.png,0,370,157,386,168,0.6353865265846252,-92.26544055904895,38.91197220200155
test_21.png,0,67,51,79,62,0.6342722177505493,-92.26545796585646,38.91197692863695
test_21.png,0,370,67,381,79,0.6338327527046204,-92.2654407017277,38.9119761928871
test_21.png,0,146,399,156,410,0.6333723664283752,-92.26545351427946,38.91196141100375
test_21.png,0,64,151,75,164,0.6320886015892029,-92.2654581656067,38.91197242495605
test_21.png,0,60,18,71,29,0.6297776699066162,-92.2654583938927,38.911978400136654
test_21.png,0,371,81,384,94,0.6255558729171753,-92.2654405875847,38.91197554631905
test_21.png,0,450,144,461,154,0.6191781163215637,-92.26543613600771,38.9119728039787
test_21.png,0,67,127,80,137,0.6113405227661133,-92.2654579373207,38.911973562024
test_21.png,0,297,226,307,235,0.6099110841751099,-92.26544489648296,38.91196916982035
test_21.png,0,63,94,73,106,0.6015529632568359,-92.26545825121396,38.9119749889328
test_21.png,0,377,458,386,467,0.5968625545501709,-92.26544035929871,38.91195882473155
test_21.png,0,449,123,460,135,0.5966889262199402,-92.26543619307921,38.9119736957967
test_21.png,0,148,492,157,500,0.5944416522979736,-92.2654534286722,38.9119573309364
test_21.png,0,380,497,390,507,0.5935450792312622,-92.26544015954845,38.911957063391
test_21.png,0,368,32,385,49,0.5934269428253174,-92.26544064465621,38.91197764209135
test_21.png,0,216,155,226,164,0.5923155546188354,-92.26544951927445,38.91197233577425
test_21.png,0,293,6,304,17,0.5888839364051819,-92.26544509623321,38.91197893522745
test_21.png,0,212,1,225,9,0.5857887268066406,-92.2654496619532,38.9119792250683
test_21.png,0,371,6,382,17,0.5856392979621887,-92.26544064465621,38.91197893522745
test_21.png,0,0,446,6,457,0.5791916251182556,-92.26546196086146,38.91195931523145
test_21.png,0,448,81,461,94,0.5787937045097351,-92.26543619307921,38.91197554631905
test_21.png,0,453,262,465,273,0.5771039128303528,-92.26543593625745,38.91196751995705
test_21.png,0,457,277,469,286,0.5711976885795593,-92.26543570797145,38.91196689568445
test_21.png,0,70,223,80,233,0.5684511065483093,-92.26545785171345,38.9119692812976
test_21.png,0,447,223,466,243,0.5675560832023621,-92.2654360789362,38.911969058343104
test_21.png,0,293,145,304,157,0.5639318227767944,-92.26544509623321,38.9119727147969
test_21.png,0,216,367,227,376,0.5603696703910828,-92.2654494907387,38.91196288250345
test_21.png,0,293,297,302,305,0.5274316668510437,-92.26544515330471,38.9119660261619
test_21.png,0,453,453,461,461,0.5239205956459045,-92.26543605040045,38.9119590699815
test_21.png,0,375,182,387,193,0.5221990942955017,-92.26544038783446,38.91197108722905
test_21.png,0,405,400,415,409,0.512459933757782,-92.26543873276096,38.91196141100375
test_21.png,0,456,502,466,507,0.5019699335098267,-92.26543582211445,38.91195695191375
test_21.png,0,216,278,227,288,0.5016887187957764,-92.2654494907387,38.9119668287981
test_21.png,0,451,109,460,118,0.4804522693157196,-92.26543613600771,38.91197438695565
test_21.png,0,223,335,234,343,0.4792633652687073,-92.26544909123821,38.9119643317077
test_21.png,0,453,322,462,332,0.471554160118103,-92.2654360218647,38.9119648667985
test_21.png,0,213,111,223,120,0.4709769487380981,-92.26544969048895,38.91197429777385
test_21.png,0,64,256,73,265,0.4566619992256164,-92.2654582226782,38.91196783209335
test_21.png,0,135,79,149,90,0.4560301601886749,-92.26545402792296,38.91197568009175
test_21.png,0,374,389,383,397,0.4550739824771881,-92.2654405305132,38.9119619237991
test_21.png,0,222,477,231,485,0.4478398263454437,-92.2654492053812,38.9119579997999
test_21.png,0,65,108,74,117,0.4339164495468139,-92.2654581656067,38.911974431546554
test_21.png,0,70,346,79,357,0.4282581806182861,-92.2654578802492,38.91196377432145
test_21.png,0,375,420,388,433,0.4243957996368408,-92.26544035929871,38.91196043000395
test_21.png,0,299,499,311,507,0.41574227809906,-92.26544472526845,38.9119570188001
test_21.png,0,69,329,80,341,0.3895518481731415,-92.2654578802492,38.9119645100713
test_21.png,0,73,271,82,279,0.3869724571704864,-92.2654577090347,38.9119671855253
test_21.png,0,448,75,457,83,0.3694286942481994,-92.2654363072222,38.9119759253417
test_21.png,0,215,174,223,183,0.335623949766159,-92.26544963341746,38.91197148854715
test_7.png,0,456,216,465,223,0.8428405523300171,-92.2634873154972,38.91078590569795
test_7.png,0,157,70,168,78,0.8311610221862793,-92.2635043228042,38.910792393673894
test_7.png,0,101,74,109,82,0.8219364881515503,-92.26350760441545,38.910792215310295
test_7.png,0,291,296,301,305,0.8154594898223877,-92.26349670375895,38.91078229383505
test_7.png,0,8,70,21,83,0.8118797540664673,-92.2635127693862,38.910792282196645
test_7.png,0,296,220,305,228,0.8106669187545776,-92.2634964469372,38.9107857050389
test_7.png,0,184,469,192,477,0.8062689304351807,-92.26350286748095,38.9107746019048
test_7.png,0,99,302,108,310,0.8032485246658325,-92.2635076900227,38.9107820485851
test_7.png,0,213,146,228,157,0.7920054197311401,-92.2635010126572,38.91078893787915
test_7.png,0,266,296,277,309,0.7873613834381104,-92.2634981020107,38.910782204653245
test_7.png,0,181,74,189,81,0.7864536046981812,-92.26350303869545,38.91079223760575
test_7.png,0,455,462,464,471,0.7845388650894165,-92.2634873725687,38.910774891745646
test_7.png,0,148,375,158,384,0.7748230695724487,-92.26350486498345,38.91077877115395
test_7.png,0,359,296,378,307,0.7744112014770508,-92.2634925660752,38.91078224924415
test_7.png,0,257,460,266,468,0.7737624049186707,-92.2634986727257,38.910775003222895
test_7.png,0,328,290,338,298,0.769815981388092,-92.26349459211345,38.910782583675896
test_7.png,0,201,293,209,301,0.7670712471008301,-92.26350189726544,38.910782449903195
test_7.png,0,115,145,128,156,0.7645412087440491,-92.2635066627357,38.910788982470045
test_7.png,0,80,74,92,85,0.7616917490959167,-92.26350868877395,38.910792148423944
test_7.png,0,183,460,191,468,0.7578938007354736,-92.26350292455245,38.910775003222895
test_7.png,0,87,0,96,9,0.7550984621047974,-92.2635083748807,38.91079549274145
test_7.png,0,394,143,404,156,0.7522860169410706,-92.26349082539446,38.91078902706095
test_7.png,0,420,379,428,388,0.750495970249176,-92.26348939860695,38.910778592790344
test_7.png,0,65,383,75,390,0.7469961643218994,-92.26350960191795,38.91077845901765
test_7.png,0,472,210,481,218,0.7446627020835876,-92.2634864023532,38.9107861509479
test_7.png,0,352,374,370,386,0.7437605857849121,-92.26349299411145,38.9107787488585
test_7.png,0,91,152,102,162,0.7432147860527039,-92.2635080895232,38.9107886926292
test_7.png,0,252,218,268,229,0.74075847864151,-92.26349875833294,38.91078572733435
test_7.png,0,425,143,433,151,0.7406848073005676,-92.26348911324945,38.9107891385382
test_7.png,0,48,0,56,4,0.7323476076126099,-92.26351062920494,38.9107956042187
test_7.png,0,203,219,217,229,0.7318077087402344,-92.26350161190796,38.9107857050389
test_7.png,0,405,292,420,306,0.7317283749580383,-92.26349005492919,38.9107823607214
test_7.png,0,240,146,250,156,0.7307851910591125,-92.26349961440545,38.9107889601746
test_7.png,0,471,461,482,471,0.7304690480232239,-92.2634864023532,38.9107749140411
test_7.png,0,242,468,251,478,0.7292072772979736,-92.26349952879819,38.9107746019048
test_7.png,0,137,220,143,227,0.7291597127914429,-92.26350560691294,38.91078572733435
test_7.png,0,314,375,323,383,0.7271504402160645,-92.2634954196502,38.910778793449396
test_7.png,0,305,296,316,306,0.7241895794868469,-92.2634958762222,38.910782271539595
test_7.png,0,346,463,356,474,0.722578227519989,-92.26349356482645,38.91077480256385
test_7.png,0,173,296,190,309,0.7189063429832458,-92.2635032384457,38.910782204653245
test_7.png,0,444,373,459,384,0.7177263498306274,-92.2634878291407,38.91077881574485
test_7.png,0,387,299,395,308,0.7159042954444885,-92.26349128196645,38.91078216006235
test_7.png,0,436,146,451,156,0.7133565545082092,-92.2634882857127,38.9107889601746
test_7.png,0,130,463,148,473,0.7112292647361755,-92.26350566398445,38.910774824859296
test_7.png,0,144,0,153,5,0.7093995213508606,-92.2635051218052,38.910795581923246
test_7.png,0,94,220,108,234,0.7061237096786499,-92.26350783270145,38.910785571266196
test_7.png,0,272,143,289,156,0.7057810425758362,-92.2634975883672,38.91078902706095
test_7.png,0,350,220,359,229,0.7038516998291016,-92.2634933650762,38.910785682743445
test_7.png,0,157,302,166,310,0.7018306255340576,-92.2635043798757,38.9107820485851
test_7.png,0,137,298,146,305,0.7014920115470886,-92.2635055213057,38.91078224924415
test_7.png,0,374,144,384,153,0.7010185718536377,-92.26349196682445,38.91078907165185
test_7.png,0,152,146,167,156,0.7005160450935364,-92.2635044940187,38.9107889601746
test_7.png,0,53,463,61,472,0.6997019648551941,-92.26351034384744,38.91077484715475
test_7.png,0,501,67,508,77,0.6974247694015503,-92.2634848043512,38.9107924828557
test_7.png,0,466,143,480,151,0.697128415107727,-92.26348660210346,38.9107891385382
test_7.png,0,34,145,49,159,0.6947237253189087,-92.2635112284557,38.910788915583694
test_7.png,0,377,373,390,383,0.692766010761261,-92.2634917100027,38.910778838040294
test_7.png,0,435,461,447,473,0.6909339427947998,-92.26348842839145,38.910774869450194
test_7.png,0,487,457,504,473,0.6873841285705566,-92.2634853179947,38.910774958632
test_7.png,0,38,456,47,463,0.6868196725845337,-92.2635111713842,38.91077520388195
test_7.png,0,28,469,39,480,0.6847175359725952,-92.2635116850277,38.91077453501845
test_7.png,0,369,215,382,224,0.6837528347969055,-92.2634921665747,38.91078590569795
test_7.png,0,393,213,406,225,0.6791351437568665,-92.2634907968587,38.910785927993395
test_7.png,0,326,299,335,308,0.6750926375389099,-92.2634947347922,38.91078216006235
test_7.png,0,300,73,313,82,0.6730867624282837,-92.26349610450819,38.91079223760575
test_7.png,0,310,463,323,475,0.6718997955322266,-92.2634955337932,38.9107747802684
test_7.png,0,238,300,254,313,0.6716781854629517,-92.26349955733394,38.910782026289645
test_7.png,0,256,144,265,155,0.6398582458496094,-92.2634987297972,38.91078902706095
test_7.png,0,425,210,441,221,0.6292107701301575,-92.26348888496345,38.91078608406155
test_7.png,0,135,305,144,314,0.6251978874206543,-92.2635056354487,38.910781892516944
test_7.png,0,404,379,413,388,0.6224788427352905,-92.2634902832152,38.910778592790344
test_7.png,0,10,139,20,149,0.61923748254776,-92.26351274085044,38.9107892723109
test_7.png,0,58,219,73,233,0.6180602312088013,-92.2635098587397,38.910785615857094
test_7.png,0,360,134,368,142,0.612947940826416,-92.26349282289695,38.910789539856296
test_7.png,0,341,295,349,305,0.6061649918556213,-92.26349390725545,38.91078231613049
test_7.png,0,498,293,507,301,0.6055237054824829,-92.2634849184942,38.910782449903195
test_7.png,0,226,219,243,228,0.6046141386032104,-92.2635002136562,38.91078572733435
test_7.png,0,1,223,8,230,0.601408839225769,-92.2635133401012,38.91078559356165
test_7.png,0,390,465,400,474,0.6006485819816589,-92.26349105368045,38.910774757972945
test_7.png,0,51,383,64,391,0.5996456146240234,-92.2635103153117,38.9107784367222
test_7.png,0,161,466,170,474,0.599592924118042,-92.2635041515897,38.9107747356775
test_7.png,0,181,381,194,389,0.5978671312332153,-92.2635028960167,38.910778525904
test_7.png,0,18,152,27,160,0.5925473570823669,-92.2635123128142,38.910788737220095
test_7.png,0,31,220,46,229,0.5880720615386963,-92.2635113996702,38.910785682743445
test_7.png,0,0,301,9,310,0.582074761390686,-92.2635133401012,38.91078207088054
test_7.png,0,20,218,30,228,0.5819250345230103,-92.26351217013546,38.910785749629795
test_7.png,0,156,217,179,229,0.5810286998748779,-92.2635040374467,38.910785749629795
test_7.png,0,100,376,118,390,0.5743915438652039,-92.26350737612945,38.910778615085796
test_7.png,0,337,141,346,150,0.573074460029602,-92.2634941070057,38.91078920542455
test_7.png,0,305,145,313,153,0.5664956569671631,-92.26349596182945,38.910789049356396
test_7.png,0,132,275,138,282,0.5657452940940857,-92.26350589227044,38.91078327483485
test_7.png,0,166,217,184,230,0.5575242042541504,-92.26350360941045,38.91078572733435
test_7.png,0,4,383,19,394,0.5569971799850464,-92.2635129406007,38.910778369835846
test_7.png,0,370,2,379,7,0.5561417937278748,-92.2634922236462,38.91079549274145
test_7.png,0,197,302,205,309,0.542746365070343,-92.26350212555145,38.91078207088054
test_7.png,0,270,436,277,443,0.5404348969459534,-92.2634979878677,38.910776095699944
test_7.png,0,188,368,203,380,0.5385749340057373,-92.2635024394447,38.9107790164039
test_7.png,0,70,302,82,313,0.5354305505752563,-92.26350925948896,38.91078198169875
test_7.png,0,55,77,64,87,0.5332838892936707,-92.2635102011687,38.910792036946695
test_7.png,0,287,76,295,85,0.5315732955932617,-92.26349698911645,38.910792103833046
test_7.png,0,214,380,224,387,0.5298313498497009,-92.26350109826446,38.910778592790344
test_7.png,0,497,308,505,315,0.5275991559028625,-92.26348500410145,38.91078180333515
test_7.png,0,255,371,267,381,0.5265222787857056,-92.26349870126145,38.9107789272221
test_7.png,0,211,462,228,473,0.5141099095344543,-92.2635010697287,38.91077484715475
test_7.png,0,495,220,504,227,0.5048628449440002,-92.2634850897087,38.91078572733435
test_7.png,0,417,349,426,354,0.5015120506286621,-92.2634895412857,38.910780019699146
test_7.png,0,122,71,143,82,0.4981694221496582,-92.2635060349492,38.910792282196645
test_7.png,0,424,64,439,78,0.4902127087116241,-92.2634889705707,38.910792527446596
test_7.png,0,219,70,235,83,0.4882343411445617,-92.26350064169245,38.910792282196645
test_7.png,0,85,374,94,385,0.4865543842315674,-92.26350848902369,38.91077877115395
test_7.png,0,326,374,335,382,0.4713862538337707,-92.2634947347922,38.910778838040294
test_7.png,0,369,460,380,472,0.4642346203327179,-92.2634922236462,38.9107749140411
test_7.png,0,107,0,117,4,0.462425172328949,-92.26350720491494,38.9107956042187
test_7.png,0,238,378,247,385,0.4623661339282989,-92.2634997570842,38.91077868197215
test_7.png,0,202,0,210,5,0.4597921371459961,-92.26350184019395,38.910795581923246
test_7.png,0,269,373,281,385,0.4433005452156067,-92.26349790226045,38.910778793449396
test_7.png,0,3,311,10,317,0.4427916407585144,-92.2635132259582,38.9107816918579
test_7.png,0,311,143,324,153,0.4417649805545807,-92.2634954767217,38.910789093947294
test_7.png,0,332,215,341,224,0.4352874755859375,-92.2634943923632,38.91078590569795
